CountryName,CountryCode,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Norway,NOR,4.641759278,5.499831432,6.601743926,8.618026799,13.57681303,22.50808984,28.76103723,37.99635075,46.66552105,59.64444389,71.77887831,79.58406308,83.54187575,89.05301366,98.61186058,102.8125884,104.2820191,106.7054572,109.0680027,110.7312823,114.4755401,115.8117293,116.092253,112.877719,112.6874832,111.1231883,110.0669767
Nepal,NPL,0,0,0,0,0,0,0,0,0,0.024239584,0.044107669,0.073075092,0.09078175,0.333803225,0.468575643,0.898764347,4.513927046,12.5968872,16.00035841,21.08831049,34.25298562,49.17622818,60.45131433,76.84979601,81.86605331,96.74910847,111.6960279
Nauru,NRU,0,0,0,1.543368659,4.562506337,5.015045135,5.980265125,7.45823389,8.454346529,9.956192752,11.94981079,14.92091913,,,,,,,,,61.84538653,66.839585,67.7830941,,,92.86702233,97.2972973
New Zealand,NZL,1.592120973,2.098081692,2.860303301,4.034191314,6.60149621,9.931810637,13.25678401,15.09009147,20.880303,36.54351285,39.96856428,58.56429927,61.81319895,64.64038903,74.20800059,85.3870367,90.85476294,100.4364319,107.9896947,108.7222796,107.8263131,109.1999113,110.3624066,105.7756947,112.0546897,121.8345852,124.9764861
OECD members,OED,0.988105609,1.403309237,1.95171425,2.77979337,4.386926541,6.937056168,10.8306443,15.27952005,21.87636564,32.1984173,45.24181202,53.62420908,58.68095532,64.32413651,71.43643716,78.75631943,86.20768201,94.12272295,98.19693313,100.025433,101.3599379,104.8219056,107.3942092,109.2148752,112.6706447,114.9312992,118.0199791
Oman,OMN,0.150820147,0.194797341,0.240182826,0.274767211,0.320066981,0.373712058,0.689338869,2.433734685,4.513768144,5.570166373,7.388707592,14.425922,20.05710427,24.86270055,32.72238932,52.85698711,71.15818396,97.28614462,124.1303432,149.0885859,164.3422859,158.9952836,159.25134,154.6459078,157.7532566,159.8605555,159.2187308
Other small states,OSS,0.152165654,0.22567267,0.308262928,0.43102096,0.679570086,1.210112739,1.89746797,2.888534253,4.368091298,6.896254838,11.53513838,16.13443763,20.946237,24.17995231,31.55294516,38.51589794,46.83932762,58.62113674,70.58171364,79.40758655,88.67526247,97.95739459,105.0605323,112.5669079,119.9922695,123.1465095,124.1606735
Pakistan,PAK,0.001800328,0.007441181,0.011509801,0.013296024,0.019977168,0.032334152,0.052303248,0.101070011,0.142990386,0.188940993,0.213090946,0.505665777,1.13467446,1.577483539,3.2374237,8.084502503,21.44519233,38.34402045,52.7038814,55.46464341,57.28341989,61.81345992,67.06360938,70.13037598,73.33219105,66.91662303,71.39413307
Panama,PAN,0,0,0,0,0,0,0.248709818,0.816973446,2.92806246,7.779308778,13.4345747,15.24642626,16.54407022,21.36524721,38.14169619,51.9541559,63.42264232,86.2390627,110.1806117,167.7804586,180.6992035,180.0781064,163.4167491,160.5684015,158.0542825,174.1943185,172.301549
Peru,PER,0.007578529,0.025660234,0.095145118,0.157267207,0.222020353,0.307206643,0.824805564,1.701558964,2.946195071,3.956483268,4.899434925,6.799862189,8.630568103,10.82372419,14.93424737,20.13959315,32.53576937,54.42326978,73.19257415,85.36705031,99.49532906,109.6118145,98.00011004,98.08298127,103.6106575,109.8669058,117.0617122
Philippines,PHL,0,0.054508405,0.086226172,0.153945411,0.252609789,0.70950518,1.347232983,1.84611551,2.330392072,3.749085447,8.311919376,15.33355244,19.00223229,27.24973903,39.1016922,40.52493944,49.06786375,64.52260075,75.37478912,82.26097224,88.98361743,99.09141423,105.4510985,104.5023215,111.2187234,115.7514163,109.1695706
Palau,PLW,,,,,,,,,,,,,12.55683269,19.91878173,19.81317849,30.39634299,41.70497701,53.14146535,57.67747676,62.64254817,70.89399121,74.95389692,82.63949118,85.78736017,90.60055932,111.5166033,
Papua New Guinea,PNG,0,0,0,0,0,0,0.047200797,0.077592785,0.108883976,0.134689553,0.1591307,0.193876721,0.265005167,0.301552461,0.812159649,1.230323235,1.601076692,4.689241614,13.34172509,21.14216485,27.83340587,34.22227108,37.7981892,40.97654202,44.92845743,46.64680858,48.55939602
Poland,POL,0,0,0.005724678,0.040871324,0.101261502,0.194906956,0.563666011,2.111734246,5.017180998,10.30601103,17.59256113,26.11177828,36.3068767,45.49288418,60.42064117,76.339145,96.20698849,108.3783985,115.0213925,117.3145306,122.9152946,131.2936783,141.5464567,149.0785439,148.8867021,142.6869959,146.2073477
Pre-demographic dividend,PRE,0,0,0.00032462,0.002938995,0.004923771,0.008577302,0.016376051,0.030454434,0.066051259,0.137243507,0.354893493,0.809620254,1.58239114,2.684698198,4.897684329,8.300880565,15.18542396,21.77938071,31.8608361,37.93960097,44.34814258,51.72578736,57.39475664,63.56266255,68.7507126,72.12832978,70.1738348
Puerto Rico,PRI,0.57899638,0.940707549,1.672777882,2.622388239,4.784861682,7.778517686,8.845403321,9.795459071,15.38576626,21.48996378,34.71439546,42.85358211,43.40052831,45.15286159,48.97574889,53.00157426,58.63957269,65.03405211,68.21954813,72.93243111,79.09024816,83.97889108,82.55282485,83.64642094,87.11106333,87.09082846,87.75217376
"Korea, Dem. People’s Rep.",PRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284184243,1.762897277,4.05987652,6.865028848,9.720640052,11.18810123,12.87997619,14.26329601
Portugal,PRT,0.065660213,0.127016808,0.374292451,1.012894051,1.726440031,3.375687267,6.544476984,14.79998641,30.07699652,45.51511117,64.66938516,77.07273739,83.40042883,95.82024424,100.8873537,108.9082765,116.0366893,127.6765737,132.9171729,111.4775969,115.3032751,116.3901378,112.3895255,113.035602,112.113913,110.4116639,109.0946689
Paraguay,PRY,0,0,0.033550037,0.07399501,0.16326722,0.329186723,0.669014665,1.677662887,4.512424467,8.312677792,15.34151749,21.05987579,29.92114508,31.15515588,30.19071933,31.96046184,53.74829108,76.63906251,92.86007628,88.51898491,91.65810722,99.32993534,101.5901938,103.6899605,105.604533,105.3895511,104.773063
West Bank and Gaza,PSE,0,,0,0,0,,,,,,0.220809518,5.345118817,7.480269311,7.707200452,12.5117523,15.94401571,22.58418848,27.42174925,34.43060748,45.98834706,64.88063436,70.1221307,74.30363013,73.74053318,72.07515264,77.62461212,76.8061735
Pacific island small states,PSS,0,0,0,0.008502225,0.11355962,0.198267314,0.29503835,0.43557101,0.618786265,1.508675875,3.149027738,4.44693504,5.286671782,7.509857498,10.13982581,14.57591762,20.23444922,35.92176466,39.92196466,47.91501056,55.12835504,63.11978863,69.64369334,72.3195334,74.96495366,80.09403672,80.3782042
Post-demographic dividend,PST,1.098241848,1.556048505,2.157308969,3.082463415,4.8750283,7.704189991,12.00603281,16.86979607,23.871723,34.43697371,47.65562911,55.91884717,60.89556505,66.67023136,73.79427943,82.00802907,90.4846539,98.30798027,102.1555518,104.1288627,104.8366072,108.379969,110.8328703,112.6154888,116.940827,119.5578493,122.4515997
French Polynesia,PYF,0,0,0,0,0,0.534386617,1.239955856,2.425648315,4.84280585,9.413365614,16.81649787,27.89336693,21.32374547,24.18160749,38.12383097,47.08024042,58.97621939,67.15560318,71.19146977,78.46706253,80.53643706,82.26223262,83.12248461,87.92187291,91.16908178,94.8968044,77.31703559
Qatar,QAT,0.799761603,0.836272414,0.864572738,0.871755055,2.329400169,3.685294341,5.614311695,8.210904435,11.94766401,14.74513025,20.35664898,29.08248993,42.35095158,57.03019214,68.06559844,87.28674958,95.05695524,109.696397,105.1777849,124.5951299,124.9603221,120.4784442,126.8564857,152.6441746,145.7647461,159.1317177,147.1018576
Romania,ROU,0,0,0,0.00344867,0.01202193,0.039488733,0.074424492,0.884783766,2.84561335,6.028479507,11.16205327,17.2348729,22.96939841,31.70897835,46.10214303,60.38971904,72.47089777,92.66014887,111.4046999,114.5422524,111.4288898,107.3871984,104.9886091,105.5829217,105.91415,107.1402041,106.434876
Russian Federation,RUS,0,0.000201914,0.004032303,0.006718503,0.018649723,0.059572491,0.15029596,0.32744683,0.505809984,0.9306548,2.223450492,5.302377987,12.10050689,24.94148522,51.07845314,83.37214422,104.8422057,119.176587,138.8686388,160.1018962,165.5010987,142.0484328,145.3276296,152.8353524,155.144239,159.9514859,163.2649275
Rwanda,RWA,0,0,0,0,0,0,0,0,0.069738333,0.14007359,0.464530312,0.742008878,0.916726444,1.432364759,1.483308604,2.36469608,3.252279849,6.397339361,12.93790517,23.07054695,32.74752019,39.89652123,49.66704344,56.80079399,64.02469114,70.48290534,69.9196415
South Asia,SAS,0.000265132,0.000887943,0.001383665,0.002577987,0.004450435,0.013612987,0.036678056,0.088549453,0.123165893,0.18884224,0.33363632,0.605016462,1.174506347,2.697282441,4.27225093,7.799621923,15.06016467,22.50256301,32.18016326,44.39865425,59.55146624,69.61364256,68.7540469,71.2042224,75.10159615,77.64081014,84.82807567
Saudi Arabia,SAU,0.091638458,0.091583609,0.091684168,0.089592938,0.087701216,0.08621589,1.011950648,1.742146861,3.253239323,4.264008629,6.830029352,12.10362407,22.94577415,31.67389518,38.49018452,57.36794477,77.6448435,109.5864024,136.5376287,167.4269561,189.1688419,194.5123877,187.3595577,184.2042369,179.5574636,176.5888132,157.5984256
Sudan,SDN,0,0,0,0,0,0,0.007113041,0.011974633,0.026421438,0.038958687,0.067275601,0.29668392,0.532659744,1.438819883,2.795882758,4.75898144,11.89555131,20.3550956,28.95430467,36.11230146,41.544029,68.77724454,74.36035887,72.85231291,72.19898961,70.52824566,68.62808337
Senegal,SEN,0,0,0,0,0.001156238,0.001400443,0.015793657,0.075752533,0.292795434,0.9136395,2.537610482,2.982582079,5.326721238,7.330495473,10.22390743,15.35030352,25.75017105,30.49821024,44.03321374,54.83107061,64.42744115,70.16017194,83.56861759,92.92798275,98.84217748,99.94675778,98.67802569
Singapore,SGP,1.71488965,2.642048066,3.758166967,5.438606939,6.952534047,8.786437875,12.0728218,23.22922974,29.30502362,42.66178346,70.11912902,74.35716693,80.09691896,84.07042831,91.20739002,97.53228591,103.7771628,125.190588,132.3000341,138.6858844,145.3956502,150.1160495,152.1251818,155.9222113,146.8850857,146.5260072,146.9228533
Solomon Islands,SLB,0,0,0,0,0.04123121,0.064024764,0.091219389,0.173221257,0.179772749,0.272349205,0.279141283,0.228319666,0.229718543,0.237489778,0.655269348,1.278483548,1.456073386,2.21478092,5.957806812,9.709416581,21.93953048,51.09173471,54.97600064,57.57076854,65.75650459,72.66468428,69.88571927
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0.288422726,0.626096017,1.491192948,2.402285029,,,,14.3278776,18.23526126,20.56306639,34.77065968,36.43343754,36.96439058,65.65907347,76.65603826,89.52968035,97.6203972
El Salvador,SLV,0,0,0,0.0291568,0.085738294,0.234428837,0.400740518,0.685934241,2.325930133,8.625088108,12.47950508,14.33148118,14.79314975,19.06983255,30.28907507,39.71573336,63.17542366,100.2356543,112.9869326,122.3621667,123.8355503,132.9256445,137.3425261,141.8179045,144.0115781,145.255666,140.7478517
San Marino,SMR,0,,3.634014375,5.180727693,7.479726006,9.112149533,8.794474029,8.999004365,18.92025379,36.02316312,53.77655827,57.7201733,59.71707526,58.88501742,58.33048822,57.59865659,57.71656157,57.60937551,79.87822842,97.56010164,99.11214802,114.2263592,115.2110603,116.9549733,118.8481841,115.1625684,114.4887609
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,1.083215895,1.117059269,1.277804385,2.488272151,6.060631772,5.905322562,6.33081064,6.733363626,6.859761851,6.833066584,6.726736849,18.16731553,22.55978195,49.38267841,50.89929334,52.46922266,58.12457508
Serbia,SRB,,,,,,,,,,,,,,,47.18490531,67.01974719,81.46443476,104.4842619,119.8285932,124.4012204,125.300784,130.248336,117.7744571,119.3917104,122.132822,120.5200243,120.6199913
Sub-Saharan Africa (excluding high income),SSA,0.001546684,0.001832935,0.003476783,0.011505584,0.070603985,0.103051254,0.180538035,0.34050596,0.612451522,0.995595871,1.717665422,2.493567068,3.579326421,4.961932486,7.397124495,12.01850057,17.74866393,23.17066166,31.88647047,37.67010652,44.40135887,53.08562681,59.67123624,65.98204813,70.86234632,76.06345275,74.36184022
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,14.44932189,17.33918627,21.22255382,25.25835962,24.50094636,23.85552521,21.54685511
Sub-Saharan Africa,SSF,0.001546473,0.001832689,0.003476287,0.011503953,0.070594054,0.103046504,0.180689004,0.340829925,0.613197841,0.997992876,1.72136386,2.498647536,3.585293899,4.968204083,7.403683227,12.02493278,17.75584378,23.17776271,31.89438616,37.679212,44.41018352,53.09439045,59.68015681,65.9901126,70.87121206,76.07124916,74.36992097
Small states,SST,0.112937948,0.178861271,0.267699661,0.394954907,0.62697132,1.109538207,1.656894369,2.43713272,3.600681018,5.858545309,10.86594599,15.93959947,22.2633877,27.2474771,35.27464234,42.64286366,52.7921308,64.74496804,75.73989475,84.07433968,91.76374858,97.96450294,102.704442,109.4842046,115.697885,118.6859295,120.181293
Sao Tome and Principe,STP,0,0,0,0,0,0,0,0,0,0,0,0,1.370744979,3.268115696,5.134511608,7.730815251,11.60157677,18.42156803,30.04463516,46.65723851,57.63965258,62.8015526,64.95124882,64.93966102,64.93769014,91.21712586,85.27638675
Suriname,SUR,0,0,0,0.254049952,0.321419268,0.387125496,0.546935486,0.504275623,1.323360945,3.802570538,8.795974869,18.38111013,22.57096974,34.61355976,43.13368221,46.60145779,63.34300634,74.4465973,127.5013,146.8572956,99.27727827,100.7099428,106.4593736,161.067802,170.5749874,136.8310311,145.9446016
Slovak Republic,SVK,0,0.002246115,0.02890518,0.058573645,0.111129032,0.22963108,0.53343499,3.720696079,8.644120373,12.32871626,23.08340185,39.85063974,54.25817009,68.28425592,79.34105099,84.2137302,90.65912525,112.2526739,101.9316827,101.3396205,109.04722,109.9775874,111.9121915,113.9111556,116.9401341,122.3101642,127.9869675
Slovenia,SVN,0,0.026082746,0.174706668,0.325073304,0.818517787,1.370636715,2.070905846,4.706932356,8.125779991,31.74230763,61.09944736,73.88356824,83.77681411,87.33423456,92.68311392,87.94625338,90.56940742,95.45856855,101.1035341,102.7485413,103.2965118,105.1696645,108.3881402,110.2112117,112.0830105,113.2193248,114.5590253
Sweden,SWE,5.3884126,6.594298056,7.559531019,8.864091559,15.71336635,22.74910726,28.16003761,35.77110377,46.37067378,57.83206475,71.8225431,80.75654186,89.20279254,98.42587931,97.81454363,100.8176707,105.6913243,110.456172,108.4404554,112.1339335,117.1611493,121.2222926,124.57217,125.5274913,127.8392622,130.3794052,126.6721371
Swaziland,SWZ,0,0,0,0,0,0,0,0,0.456889998,1.335685412,3.102334742,5.117416802,6.283595288,7.813009856,13.24493632,18.10541334,22.35630041,33.48085468,46.07241867,56.61109776,60.83084412,63.23757857,65.39478548,71.46778668,72.31972132,73.20000716,76.37120859
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,155.2023447,,,,
Seychelles,SYC,0,0,0,0,0,0.066283987,1.365344085,2.911640081,6.663157489,20.72662602,32.5431845,45.23571702,54.14654223,58.45424969,63.40334224,67.52015064,79.7415259,86.69867839,103.9754399,122.1811277,128.9218051,137.903463,147.8032034,147.342683,162.1932137,158.1201869,161.2275449
Syrian Arab Republic,SYR,0,0,0,0,0,0,0,0,0,0.025006627,0.183248542,1.197534229,2.353678293,6.850314444,13.27222453,16.23790613,24.86052316,31.87224564,34.6807165,47.65156589,54.31752074,59.24043734,59.29734384,56.12894219,63.85589141,64.2814892,54.23137169
Turks and Caicos Islands,TCA,0,0,0,0,0,0,0,,,,,,41.6375345,82.69690757,100.2397602,,,,,,,,,,,,
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0.066255872,0.25519327,0.381697962,0.698081479,1.272630052,2.096977626,4.500299416,8.587287923,14.50506716,20.06204202,24.53167583,30.34478288,35.36487879,35.56437683,39.75097997,40.17306812,44.47888063
East Asia & Pacific (IDA & IBRD countries),TEA,0.011540788,0.021974428,0.043328036,0.092371594,0.184778843,0.386956483,0.679055847,1.130168983,1.752236449,3.021387589,5.787983243,9.879032574,14.25855669,18.73343795,23.86790244,28.50232707,34.21862847,43.10384283,53.03970913,61.40801309,70.77483109,80.8221324,89.69623291,96.75190517,101.8901653,102.4553358,108.3656446
Europe & Central Asia (IDA & IBRD countries),TEC,0.007633368,0.011886013,0.017932981,0.029221926,0.06613355,0.164303855,0.337382606,0.820896533,1.765198619,3.852944773,7.634721942,11.70662645,17.3411775,25.6120757,41.33283203,62.27864617,81.60869813,95.91673567,108.6258256,117.8416076,122.483546,120.3531921,123.4688251,128.0042906,129.3791649,130.0170472,130.4645768
Togo,TGO,0,0,0,0,0,0,0,0.066492152,0.162312718,0.358576107,1.027801412,1.902959101,3.22303878,4.632345279,6.161062986,7.827044226,12.45197504,20.40031837,25.87965477,35.59849145,41.26668606,41.64413476,49.86113051,62.53490181,64.57824151,67.70803859,74.91073994
Thailand,THA,0.111735514,0.216057464,0.434581425,0.712174554,1.26050362,2.200303493,3.096979262,3.660549703,3.246072667,3.796302633,4.901883807,11.97100258,27.35185035,33.52064989,41.42975138,46.46198345,60.90324472,80.17018406,93.43030345,99.50960309,108.0177685,116.331131,127.2920547,140.0511818,144.4387195,152.7312472,172.6452138
Tajikistan,TJK,0,0,0,0,0,0,0.001739917,0.005389767,0.006984944,0.010254877,0.01875156,0.025916869,0.206117376,0.729247341,2.025831908,3.893820654,30.91513694,29.99244131,50.49337123,65.79480935,77.88892202,80.9228584,81.50840493,91.8281242,95.12606037,98.59026032,106.6821621
Turkmenistan,TKM,0,0,0,0,0,0,0,0.057656946,0.068254835,0.089899216,0.166614128,0.17955684,0.177667308,0.197653332,1.06666644,2.211532447,4.516582511,7.85614367,23.08368224,42.83804536,63.41981696,103.7858737,114.0552619,116.893432,135.7804374,145.9387545,157.6673108
Latin America & the Caribbean (IDA & IBRD countries),TLA,0.024039091,0.059761981,0.130914028,0.228265111,0.449358846,0.772041835,1.318619397,2.541072484,4.173202599,7.817029288,12.23545262,16.03317652,18.99500098,23.36483931,32.00078675,43.62921141,54.96502678,67.81799132,80.7877739,89.09067092,98.13136907,106.8523381,111.3962613,117.0185571,116.2707434,112.2385118,110.5391297
Timor-Leste,TLS,0,,,,,,,,,,,,,2.148989306,2.660015078,3.321752598,4.823121119,7.551853518,11.90218654,32.9725585,43.82046413,56.02069885,55.73975905,57.37594218,119.3771644,117.3963134,125.0053617
Middle East & North Africa (IDA & IBRD countries),TMN,0.003460491,0.005869993,0.007625096,0.011385259,0.018026464,0.080539544,0.141461465,0.326270907,0.484323715,0.846318592,2.230731996,4.374603303,6.002247606,8.408321807,13.03540834,22.46882816,34.42421986,48.87497026,59.96988986,72.78090575,82.2602653,89.33878355,95.33160565,101.1437402,101.8914072,102.6455078,103.1815764
Tonga,TON,0,0,0,0,0,0.312734551,0.313870586,0.124257046,0.134033055,0.143653098,0.183744717,0.239584179,3.385040824,11.23471527,16.34785036,29.58795563,29.5728077,45.48387412,49.02716932,51.17954363,52.16238544,52.60439581,53.36331844,54.59396333,64.28314836,69.08600382,74.67005171
South Asia (IDA & IBRD),TSA,0.000265132,0.000887943,0.001383665,0.002577987,0.004450435,0.013612987,0.036678056,0.088549453,0.123165893,0.18884224,0.33363632,0.605016462,1.174506347,2.697282441,4.27225093,7.799621923,15.06016467,22.50256301,32.18016326,44.39865425,59.55146624,69.61364256,68.7540469,71.2042224,75.10159615,77.64081014,84.82807567
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.001546473,0.001832689,0.003476287,0.011503953,0.070594054,0.103046504,0.180689004,0.340829925,0.613197841,0.997992876,1.72136386,2.498647536,3.585293899,4.968204083,7.403683227,12.02493278,17.75584378,23.17776271,31.89438616,37.679212,44.41018352,53.09439045,59.68015681,65.9901126,70.87121206,76.07124916,74.36992097
Trinidad and Tobago,TTO,0,0.034636793,0.103193087,0.134923377,0.207867451,0.506214736,0.757649807,1.359586952,2.083650154,3.056576593,12.76518557,20.12862843,20.56564686,26.19833192,50.46494092,71.25271699,116.519036,115.2483894,137.1963517,139.6083078,142.6283511,136.9908228,140.8425356,144.9406517,147.3377795,157.6727356,160.6083527
Tunisia,TUN,0.011714378,0.014893085,0.023225483,0.026164191,0.030665204,0.035457247,0.071298377,0.082881819,0.417204648,0.584649115,1.247438441,4.032357658,5.890825052,19.47260184,37.55460363,56.51703373,72.23298695,76.33512661,82.7810914,93.20555476,104.5370929,115.2010779,118.1056496,115.6035799,128.4857675,129.9114626,125.821724
Turkey,TUR,0.058911441,0.087100576,0.109996968,0.148443728,0.303364973,0.746945781,1.356502457,2.666464566,5.718854527,13.04791761,25.53785046,30.53479924,35.86941403,42.29340126,51.92193776,64.3740778,76.73832278,89.17829733,93.54864342,88.12268708,85.62758012,89.41002295,91.46374843,92.96497103,94.7933028,96.02134861,96.87246592
Tuvalu,TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18349575,13.41035692,16.4406083,18.4350676,,10.19575856,16.28167294,21.63754571,28.39756592,34.42689348,38.40711542,66.55909641,76.44337156
Tanzania,TZA,0,0,0,0,0.001276347,0.011688367,0.029362791,0.063952305,0.117177126,0.153542046,0.324856957,0.789674329,1.694829293,3.530932149,5.142308625,7.634377406,14.04274015,20.06824321,30.709868,40.03113033,46.65843734,55.36980391,56.96423843,55.71793149,62.77433234,75.85579688,74.36097518
Uganda,UGA,0,0,0,0,0,0.008423042,0.018684872,0.022640286,0.131691862,0.239741703,0.522799789,1.130100554,1.516028656,2.892006194,4.195756068,4.578959089,6.761102482,13.65261655,26.92003559,28.55294653,37.74438345,47.50472743,45.00206351,48.08192773,52.42923963,50.37278848,55.07464508
Ukraine,UKR,0,0,0,0.000126078,0.009729426,0.027372102,0.059030694,0.113442549,0.231119318,0.437415192,1.668508529,4.575427253,7.661123211,13.59298,28.94597129,63.67435357,104.7041786,118.4064976,119.8447225,118.750841,117.1087348,121.3388196,130.3399209,138.0646549,144.082159,144.0231793,132.6407689
Upper middle income,UMC,0.014429286,0.028136523,0.058240757,0.115837142,0.248936067,0.48164988,0.832377848,1.526240622,2.513588219,4.504676461,8.048931812,12.32872044,16.92421196,22.17448077,29.66910568,38.78976632,47.42261601,57.02786144,66.47733767,74.67763268,81.97117156,88.91420693,95.64698031,102.8844184,105.4003756,105.2720467,107.7735821
Uruguay,URY,0,0,0.054268974,0.156362743,0.213198969,1.237570103,2.42029077,3.034200069,4.597686833,9.644671738,12.36996893,15.63054405,15.43284748,14.9614589,18.04452826,34.73290719,69.96574097,89.9933321,104.7453819,122.3521626,131.589018,140.6072022,147.1306851,154.618466,160.7951457,150.5970413,148.7080881
United States,USA,2.075802366,2.939643902,4.249049037,6.103716586,9.104921407,12.6047249,16.23815248,20.14238484,24.89063952,30.57610298,38.46809105,44.69057874,48.85103822,54.84681409,62.54719598,68.31769507,76.29353842,82.06414479,85.20916517,88.62364611,91.31165202,94.44042596,96.01037609,97.07773939,110.2041935,117.5867444,127.1579358
Uzbekistan,UZB,0,0,0,0.002270342,0.004009233,0.016256445,0.040673617,0.0724346,0.110985339,0.164732289,0.213979368,0.510035685,0.737743132,1.255442999,2.110190903,2.764509731,9.606295141,21.34114016,45.79499837,59.93517855,75.45030892,90.3737516,71.03391446,74.30678167,73.79116465,73.31992547,77.32782184
St. Vincent and the Grenadines,VCT,0,,0.064814215,0.076782889,0.138723192,0.198849448,0.259072152,0.320367404,0.694939911,1.316289547,2.188198004,6.937743659,9.229773463,58.06115198,66.32154898,64.93852817,80.46608146,101.326058,119.1832023,110.8605113,120.5596619,120.5309217,116.1090946,114.6334104,105.1622459,103.6544334,102.98019
"Venezuela, RB",VEN,0.037597287,0.082101753,0.379670225,0.862938276,1.475034896,1.827799058,2.578818893,4.656348533,8.558457929,15.80594982,22.31756703,26.025208,25.82297154,27.19332266,32.06608836,46.75510423,69.10208356,86.13026924,97.48959044,98.39250828,95.99511185,97.56403127,102.0507277,101.614434,98.95200348,92.97221122,86.98981729
British Virgin Islands,VGB,0,,,,,,6.371455878,,,,,,37.17817641,,,,,83.41728793,89.43848188,177.1946349,174.5729714,168.0382257,173.3943321,188.4407748,191.7372733,198.59375,
Virgin Islands (U.S.),VIR,0,,,,,,,14.81454047,23.09020883,27.6673645,32.25479444,37.78418778,41.64284001,45.53893903,59.42573634,74.51191448,,,,,,,,,,,
Vietnam,VNM,0,0,0.001112669,0.00553412,0.016722953,0.0309129,0.089299977,0.205189937,0.281397441,0.410697465,0.974879067,1.530911368,2.304592878,3.289639633,5.894190884,11.293046,22.03265688,52.0189288,85.69645531,111.3650605,125.2930515,141.5998702,145.0218721,134.9650058,147.1108877,128.845052,128.0379261
Vanuatu,VUT,0,0,0,0,0.038974721,0.071922775,0.089638072,0.118283011,0.123544145,0.165429621,0.197235461,0.184906358,2.526424336,3.920543649,5.145614422,6.061850746,6.987989975,11.8181281,15.97174775,57.04643617,71.91524298,56.64535235,59.08065129,50.34122874,60.41440025,66.2470442,71.29786626
World,WLD,0.211148974,0.301782495,0.427001607,0.618240579,0.990182047,1.584961959,2.498897679,3.656376802,5.338881539,8.136814901,12.07461581,15.52569401,18.58021399,22.30470223,27.39883864,33.91078627,41.76050638,50.51853761,59.70244126,67.89061913,76.51726555,84.23339434,88.4978965,93.08739553,96.69662571,98.19122896,101.550816
Samoa,WSM,0,0,0,0,0,0,0,0.444854841,0.855595188,1.399647786,1.431729415,1.423957805,1.528948084,5.909600005,8.948846158,13.3386688,25.12798705,47.190518,,,48.37955373,,53.10102759,52.46937575,55.53012808,62.3703604,69.19435421
Kosovo,XKX,,,,,,,,,,,,,,,,32.41300396,32.41300396,32.41300396,32.41300396,32.41300396,32.41300396,,,,,,
"Yemen, Rep.",YEM,0,0,0.011885633,0.037663475,0.056894904,0.054933344,0.056551791,0.076112541,0.097475072,0.162466318,0.182861648,0.819950583,2.62339074,3.538342711,7.52573741,11.30882491,14.41207153,20.5314264,29.69557406,37.39604244,48.6974305,50.06821515,58.27503629,69.01477877,68.48627079,67.98097332,67.16990212
South Africa,ZAF,0.015437514,0.018836078,0.032367681,0.100950204,0.838227596,1.291434219,2.258077502,4.279063857,7.660999509,11.7386481,18.59462788,23.70080761,29.66584635,35.972583,43.82265902,70.40479553,81.0762872,85.27748184,89.52108369,91.24860878,97.90028646,123.1976544,130.557982,145.6440213,149.1935175,164.5116827,142.3848372
Zambia,ZMB,0,0,0,0,0,0.017497352,0.029989053,0.048819276,0.086243954,0.286507645,0.978647519,1.169642903,1.309049061,2.212121526,4.155423212,8.278615333,14.11800015,21.79280605,28.41083233,34.36001051,41.21205404,59.88466455,74.77514723,71.50463179,67.33816426,74.47177776,74.94774192
Zimbabwe,ZWE,0,0,0,0,0,0,0,0.047601602,0.155362034,1.404956282,2.130905435,2.494700186,2.680018119,2.869470879,3.354159171,5.091109468,6.673415953,9.620397232,12.94364591,30.96458524,58.88210564,68.86878087,91.90938245,96.3498668,80.81642131,84.78880444,83.1798941
